D_anger,D_fear,D_joy,D_neutral,D_sadness
0.3767049312591553,0.06133709475398064,0.054344117641448975,0.14406557381153107,0.36354827880859375
0.0009497305727563798,0.9986960291862488,0.0002140855067409575,2.1002953872084618e-05,0.00011918994277948514
0.22924190759658813,0.015814203768968582,0.02605096623301506,0.030352497473359108,0.6985403895378113
0.039157357066869736,0.01792370341718197,0.09307932108640671,0.8052392601966858,0.044600412249565125
0.04370247572660446,0.10639984905719757,0.5331349968910217,0.28986242413520813,0.026900220662355423
0.5764890909194946,0.002777764340862632,0.003027785336598754,0.0011639086296781898,0.4165414273738861
0.34120243787765503,0.02992829494178295,0.001567221712321043,0.004031173884868622,0.6232708692550659
0.4605248272418976,0.14116023480892181,0.1727176010608673,0.1208367869257927,0.10476057231426239
0.008570259436964989,0.005373298656195402,0.023472055792808533,0.9543630480766296,0.008221406489610672
0.07079865783452988,0.060028694570064545,0.8046209812164307,0.021834464743733406,0.04271722584962845
0.582401692867279,0.06376192718744278,0.005377819761633873,0.011296389624476433,0.3371621072292328
0.17740707099437714,0.09202605485916138,0.3643634617328644,0.2649926245212555,0.10121076554059982
0.15952010452747345,0.005489526316523552,0.0007352522225119174,0.0045115211978554726,0.8297435641288757
0.034822575747966766,0.914298951625824,0.028958236798644066,0.0046921358443796635,0.017228059470653534
0.6899792551994324,0.05451609566807747,0.0374939925968647,0.011732006445527077,0.2062786966562271
0.9949195981025696,0.0007592039182782173,6.794522505515488e-06,8.998413250083104e-06,0.004305440932512283
0.9737384915351868,0.011098245158791542,0.00037135009188205004,8.280837209895253e-05,0.014709056355059147
0.21909646689891815,0.022014768794178963,0.0036663690116256475,0.0010775214759632945,0.7541448473930359
0.25670745968818665,0.4319209158420563,0.18610879778862,0.04435037076473236,0.08091241121292114
0.14325882494449615,0.04883318766951561,0.0841335728764534,0.5284032821655273,0.19537119567394257
0.21290096640586853,0.13455455005168915,0.30102041363716125,0.12423518300056458,0.2272888720035553
0.04221973195672035,0.002415337832644582,0.0002011085452977568,0.0005717306048609316,0.9545921087265015
0.37121281027793884,0.021488049998879433,0.004108369816094637,0.016001831740140915,0.5871889591217041
0.300394743680954,0.023008160293102264,0.20439890027046204,0.2369483858346939,0.2352498471736908
0.04545490816235542,0.06987650692462921,0.6168853640556335,0.23600871860980988,0.03177449852228165
0.2157931923866272,0.7125683426856995,0.009072673507034779,0.002377293072640896,0.060188524425029755
0.6273669600486755,0.017687398940324783,0.011256810277700424,0.005526855122298002,0.3381619453430176
0.0037793016526848078,0.9917718768119812,0.0036412631161510944,7.067609840305522e-05,0.0007369607919827104
0.45335260033607483,0.09996306151151657,0.14729000627994537,0.04417078569531441,0.25522351264953613
0.15560871362686157,0.7866778373718262,0.015077696181833744,0.0027702220249921083,0.03986549749970436
0.2999912202358246,0.008267581462860107,0.0009911825181916356,0.006670972798019648,0.6840790510177612
0.008570259436964989,0.005373298656195402,0.023472055792808533,0.9543630480766296,0.008221406489610672
0.057373031973838806,0.0002546319446992129,1.8934146282845177e-05,6.501380084955599e-06,0.9423468708992004
0.462319552898407,0.14279355108737946,0.10843081772327423,0.09616854786872864,0.19028760492801666
0.30400148034095764,0.09574268013238907,0.1192520335316658,0.11317262798547745,0.36783120036125183
0.6950825452804565,0.018775124102830887,0.008769998326897621,0.0026855894830077887,0.27468666434288025
0.030268168076872826,0.017491446807980537,0.06774120032787323,0.8595013618469238,0.024997826665639877
0.3712599277496338,0.035354454070329666,0.18071013689041138,0.06385495513677597,0.3488205075263977
0.1766837239265442,0.1429862529039383,0.12668955326080322,0.019177870824933052,0.534462571144104
0.08411594480276108,0.1145562082529068,0.1426236480474472,0.5740328431129456,0.08467133343219757
0.20485927164554596,0.015871219336986542,0.44835859537124634,0.09228700399398804,0.2386239618062973
0.08640915900468826,0.8487496376037598,0.028339315205812454,0.006385038606822491,0.030116746202111244
0.11486267298460007,0.09113267809152603,0.46393635869026184,0.1938726305961609,0.136195570230484
0.8740604519844055,0.05695623159408569,0.0022334998939186335,0.0004914805758744478,0.06625845283269882
0.009519404731690884,0.9772047400474548,0.006681045982986689,0.000329766160575673,0.006265000905841589
0.07157920300960541,0.7742300033569336,0.11609175056219101,0.0030026196036487818,0.035096365958452225
0.00545335141941905,0.039900898933410645,0.9206095337867737,0.031529370695352554,0.0025067764800041914
0.0012038636486977339,1.8149664811062394e-06,1.228058863489423e-07,5.703412142565867e-08,0.9987940788269043
0.04547562822699547,0.9192203283309937,0.02733493223786354,0.0017819540807977319,0.006187190301716328
0.0074166529811918736,0.005898647475987673,0.03980938717722893,0.9400261044502258,0.006849199999123812
0.05657146871089935,0.4388425350189209,0.4531192183494568,0.011993363499641418,0.03947354480624199
0.038232821971178055,0.0006141717312857509,0.00010683605069061741,6.466698687290773e-05,0.9609814882278442
0.11039240658283234,0.03616805002093315,0.5401735305786133,0.2071698158979416,0.10609616339206696
0.5919597148895264,0.01542357262223959,0.039542339742183685,0.0076292576268315315,0.3454451262950897
0.13060157001018524,0.030807994306087494,0.2636145055294037,0.46946242451667786,0.1055135428905487
0.19228684902191162,0.1156458929181099,0.16498588025569916,0.3321518003940582,0.1949295699596405
0.27861708402633667,0.10908075422048569,0.20267151296138763,0.04991317167878151,0.359717458486557
0.26194891333580017,0.2630091905593872,0.0011265918146818876,0.0005274491850286722,0.47338786721229553
0.5994491577148438,0.2491835206747055,0.013789991848170757,0.005252928007394075,0.13232439756393433
0.019024120643734932,0.009402072057127953,0.05085155740380287,0.902239203453064,0.01848291978240013
0.3116682767868042,0.2605386972427368,0.09093484282493591,0.20445579290390015,0.13240239024162292
0.005995157640427351,0.004516382236033678,0.042337313294410706,0.9408794045448303,0.006271724123507738
0.37865549325942993,0.1359235644340515,0.10803170502185822,0.20132410526275635,0.17606507241725922
0.2538546323776245,0.018592707812786102,0.019032001495361328,0.059584807604551315,0.648935854434967
0.9562962651252747,0.009591431356966496,0.0002441082033328712,9.991646220441908e-05,0.03376826271414757
0.2628236711025238,0.00516641465947032,0.0037692736368626356,0.005070605780929327,0.7231700420379639
0.4964005947113037,0.10572774708271027,0.022834736853837967,0.03772205114364624,0.3373148441314697
0.6913757920265198,0.03970865532755852,0.0017477317014709115,0.0015362148405984044,0.26563164591789246
0.07331977039575577,0.03374013304710388,0.5030857920646667,0.3450338840484619,0.04482045769691467
0.023787280544638634,0.00018440013809595257,3.2457082852488384e-05,0.00010825644858414307,0.9758875966072083
0.9792632460594177,0.001241791876964271,0.00035976924118585885,9.228912676917389e-05,0.01904304511845112
0.03097018413245678,0.010042599402368069,0.08201843500137329,0.8467692136764526,0.030199678614735603
0.43025049567222595,0.035284750163555145,0.00914574135094881,0.005139825399965048,0.5201791524887085
0.08041511476039886,0.029794570058584213,0.14162428677082062,0.6907187700271606,0.05744723975658417
0.966704249382019,0.01238307449966669,0.0005938158137723804,0.00011552556679816917,0.02020326815545559
0.005372853018343449,0.006057883147150278,0.9689318537712097,0.015334331430494785,0.004303093533962965
0.008570259436964989,0.005373298656195402,0.023472055792808533,0.9543630480766296,0.008221406489610672
0.06854426115751266,0.02389378286898136,0.11047657579183578,0.7277101874351501,0.069375179708004
0.5402284264564514,0.14037637412548065,0.02651173062622547,0.039726853370666504,0.2531566321849823
0.3852512240409851,0.3077630400657654,0.10352586954832077,0.0792858749628067,0.12417396903038025
0.016049442812800407,0.9692673087120056,0.012044711969792843,0.00045516088721342385,0.0021834131330251694
0.01955178752541542,0.0004538446955848485,8.483140118187293e-05,0.00026094948407262564,0.9796485304832458
0.0006306402501650155,0.005642724223434925,0.9867206811904907,0.006357079371809959,0.0006487969658337533
0.48347586393356323,0.08992814272642136,0.08610357344150543,0.058223333209753036,0.28226903080940247
0.049858808517456055,0.9293603301048279,0.011738605797290802,0.0020406851544976234,0.007001551333814859
0.20863208174705505,0.015119211748242378,0.014199585653841496,0.002456174697726965,0.7595929503440857
0.012343942187726498,0.02256631664931774,0.9318443536758423,0.023451542481780052,0.009793895296752453
0.0013149374863132834,0.007739076856523752,0.9772835373878479,0.012234179303050041,0.0014282730408012867
0.24070928990840912,0.5383530855178833,0.08125480264425278,0.049793098121881485,0.08988972753286362
0.023421501740813255,0.03066704235970974,0.9215489029884338,0.004539527930319309,0.019823025912046432
0.029063262045383453,0.009507909417152405,0.031281452625989914,0.8883450627326965,0.041802261024713516
0.043235890567302704,0.0057799783535301685,0.7979756593704224,0.00967804528772831,0.1433304250240326
0.2547604441642761,0.03712906315922737,0.058159634470939636,0.3703247904777527,0.2796260714530945
0.48868468403816223,0.015013533644378185,0.05867674946784973,0.011149345897138119,0.4264756143093109
0.5270165205001831,0.09174242615699768,0.2776850461959839,0.005800201557576656,0.0977557897567749
0.05870145931839943,0.03501788526773453,0.1838388890028,0.6862331628799438,0.036208625882864
0.29740503430366516,0.09171760827302933,0.1455458253622055,0.2785263955593109,0.18680515885353088
0.22664542496204376,0.02103353478014469,0.03399639204144478,0.5004605650901794,0.21786406636238098
0.004827883560210466,0.9940442442893982,0.00022646301658824086,2.6650410291040316e-05,0.000874778488650918
0.007428033743053675,0.0062185353599488735,0.9388169050216675,0.03690109774470329,0.010635481216013432
0.016883986070752144,0.023438069969415665,0.7572036981582642,0.19310596585273743,0.00936825666576624
0.9730589389801025,0.0005738635663874447,0.0002486065495759249,1.2134600183344446e-05,0.02610645443201065
0.7376594543457031,0.019765183329582214,0.000912864925339818,0.0008248061640188098,0.2408376932144165
0.7984505891799927,0.07879108935594559,0.0022891266271471977,0.004627253394573927,0.11584199219942093
0.7096821069717407,0.025494137778878212,0.14986707270145416,0.004316751379519701,0.11063983291387558
0.024512430652976036,0.02552013285458088,0.9031177163124084,0.03509485349059105,0.011754956096410751
0.0011861259117722511,0.9986467957496643,0.00013930097338743508,1.8614254031490418e-06,2.60103442997206e-05
0.008570259436964989,0.005373298656195402,0.023472055792808533,0.9543630480766296,0.008221406489610672
0.17041459679603577,0.12230054289102554,0.14722704887390137,0.11219608783721924,0.4478617310523987
0.044298674911260605,0.02937375009059906,0.1242993175983429,0.7662264704704285,0.03580174595117569
0.3554399311542511,0.013965955935418606,0.00671070721000433,0.011351913213729858,0.6125314831733704
0.3832577168941498,0.17746208608150482,0.13264107704162598,0.15178602933883667,0.15485307574272156
0.38290542364120483,0.3059377372264862,0.04262850806117058,0.030489416792988777,0.23803891241550446
0.0002778884081635624,0.0007194536156021059,0.9984110593795776,0.0002953582152258605,0.00029617620748467743
0.012726848013699055,5.270605834084563e-05,3.2771284168120474e-05,3.780068800551817e-05,0.9871498346328735
0.23840245604515076,0.04103047773241997,0.1797592043876648,0.42992979288101196,0.11087802797555923
0.01810218021273613,0.06730687618255615,0.7744596004486084,0.11927114427089691,0.020860157907009125
0.01229670736938715,0.012244265526533127,0.09669813513755798,0.8687259554862976,0.010035007260739803
0.06425783038139343,0.0013950997963547707,0.0005097733810544014,0.00044974134652875364,0.9333875775337219
0.3024231493473053,0.012795766815543175,0.0013877846067771316,0.0003238549397792667,0.6830694079399109
0.04294462502002716,0.01472497545182705,0.1449824422597885,0.7456284761428833,0.051719579845666885
0.1272192746400833,0.03607005253434181,0.002725454978644848,0.00025872763944789767,0.8337264657020569
0.5599636435508728,0.18269632756710052,0.1242729127407074,0.014477858319878578,0.11858922988176346
0.06796332448720932,0.09146813303232193,0.468527227640152,0.3397957980632782,0.03224554285407066
0.12658947706222534,0.08494224399328232,0.14744940400123596,0.003316628746688366,0.637702226638794
0.08838045597076416,0.12599799036979675,0.34076860547065735,0.37362760305404663,0.07122533023357391
0.6193082928657532,0.023545322939753532,0.004957974888384342,0.0037478941958397627,0.348440557718277
0.17646704614162445,0.016491062939167023,0.08650039881467819,0.005199318751692772,0.7153422236442566
0.3058006465435028,0.01869126968085766,0.01359326858073473,0.04501990228891373,0.6168949007987976
0.008570259436964989,0.005373298656195402,0.023472055792808533,0.9543630480766296,0.008221406489610672
0.7396239638328552,0.008012795820832253,0.0013217880623415112,0.0016401662724092603,0.24940121173858643
0.0945018082857132,0.7622255682945251,0.06044354662299156,0.00360246654599905,0.07922656834125519
0.0605616569519043,0.09613757580518723,0.6247288584709167,0.18382461369037628,0.03474731370806694
0.09609252214431763,0.20003484189510345,0.09626228362321854,0.5564218759536743,0.05118850618600845
0.4253712296485901,0.09610272198915482,0.004471702966839075,0.01166477333754301,0.46238958835601807
0.021725134924054146,0.9529419541358948,0.01738469861447811,0.0017227997304871678,0.006225412245839834
0.0015062069287523627,0.01791013777256012,0.9719903469085693,0.007298737298697233,0.0012945103226229548
0.7055480480194092,0.07195393741130829,0.006613002624362707,0.01992891915142536,0.1959560215473175
0.6615055799484253,0.07221384346485138,0.02034921944141388,0.02167993225157261,0.2242514193058014
0.1388130486011505,0.0911639928817749,0.24494920670986176,0.310649573802948,0.2144242227077484
0.8339107632637024,0.011747773736715317,0.0009683344978839159,0.0024770114105194807,0.1508960723876953
0.30894380807876587,0.09348565340042114,0.030245615169405937,0.17494457960128784,0.39238038659095764
0.012454457581043243,6.221509102033451e-05,2.2781603547628038e-05,2.3823474748496665e-06,0.9874581694602966
0.689586341381073,0.03637184202671051,0.0026615143287926912,0.0020573590882122517,0.2693229913711548
0.05402211472392082,0.08783749490976334,0.7666965126991272,0.043249521404504776,0.048194464296102524
0.02613445743918419,0.9575915336608887,0.011155289597809315,0.0003209559654351324,0.004797819536179304
0.0022065325174480677,0.001891550375148654,0.012808096595108509,0.9803918600082397,0.002701966790482402
0.6672255396842957,0.048304468393325806,0.02351936511695385,0.04993247240781784,0.21101810038089752
0.15001395344734192,0.015532751567661762,0.20093627274036407,0.11375122517347336,0.5197657942771912
0.015315496362745762,0.01630997844040394,0.9100872278213501,0.0386473648250103,0.01963990367949009
0.026357728987932205,0.0016877315938472748,0.00034814878017641604,0.0013489992124959826,0.9702574014663696
0.0336344875395298,0.041047949343919754,0.16839656233787537,0.7272842526435852,0.02963668294250965
0.10532986372709274,0.08273669332265854,0.665241003036499,0.0801423192024231,0.0665501058101654
0.3672208786010742,0.02420036680996418,0.002711537992581725,0.0027662247885018587,0.6031009554862976
0.33036771416664124,0.03802010044455528,0.002090789144858718,0.0007907546823844314,0.6287307143211365
0.06430855393409729,0.8274054527282715,0.09623463451862335,0.004421724006533623,0.007629630155861378
0.00017051768372766674,0.0016318936832249165,0.9973354935646057,0.0004959090147167444,0.00036619219463318586
0.04775499552488327,0.14473897218704224,0.7288854122161865,0.05725284293293953,0.021367819979786873
0.39096927642822266,0.010329864919185638,0.003853224916383624,0.015113871544599533,0.5797337293624878
0.19557993113994598,0.01911718025803566,0.01185746118426323,0.038869522511959076,0.7345759272575378
0.2252795249223709,0.03456979617476463,0.03962121158838272,0.5568300485610962,0.14369937777519226
0.09729378670454025,0.013988832011818886,0.0001152395925601013,1.591615000506863e-05,0.8885862827301025
0.09548723697662354,0.02753976732492447,0.1309337168931961,0.6643999218940735,0.08163943141698837
0.2855789065361023,0.006458920426666737,0.018318170681595802,0.004672745708376169,0.6849712133407593
0.17225927114486694,0.4339808523654938,0.2221004068851471,0.0294208861887455,0.1422385424375534
0.7689871191978455,0.036746907979249954,0.008916791528463364,0.017538931220769882,0.16781030595302582
0.7834494709968567,0.03260302171111107,0.017014097422361374,0.02452091872692108,0.1424124389886856
0.0032788622193038464,0.9888633489608765,0.0071183862164616585,0.00029026970150880516,0.00044916619663126767
0.30794334411621094,0.04208318889141083,0.021533222869038582,0.12463157624006271,0.5038086771965027
0.006489080376923084,0.9888045191764832,0.0036297973711043596,0.0002671029942575842,0.0008094956865534186
0.4716160297393799,0.03988827392458916,0.03336149454116821,0.01639488711953163,0.43873926997184753
0.5164869427680969,0.07781543582677841,0.06588008254766464,0.002874586498364806,0.33694303035736084
0.008570259436964989,0.005373298656195402,0.023472055792808533,0.9543630480766296,0.008221406489610672
0.24615712463855743,0.17420807480812073,0.08628219366073608,0.37726354598999023,0.11608898639678955
0.052084147930145264,0.047291066497564316,0.5618295073509216,0.28315672278404236,0.05563857778906822
0.7318954467773438,0.07899291813373566,0.00956974271684885,0.017608510330319405,0.16193336248397827
0.26410552859306335,0.1339111626148224,0.08806823194026947,0.2404889315366745,0.2734261751174927
0.69713294506073,0.06694940477609634,0.02332579903304577,0.026256311684846878,0.186335489153862
0.037708114832639694,0.014636130072176456,0.9094880819320679,0.003340923460200429,0.034826721996068954
0.0012479086872190237,0.9973862767219543,0.001247806940227747,2.9932829420431517e-05,8.793193410383537e-05
0.0040437388233840466,0.9884794354438782,0.0065698167309165,0.0003797831595875323,0.000527249532751739
0.9106273651123047,0.009458046406507492,0.001728435163386166,0.000734657805878669,0.07745148241519928
0.014457222074270248,0.012054328806698322,0.07208335399627686,0.8889746069908142,0.012430493719875813
0.06215260922908783,0.915921688079834,0.012057625688612461,0.001303416327573359,0.008564704097807407
0.35449379682540894,0.019173042848706245,0.001346580684185028,0.00494439946487546,0.6200421452522278
0.06694141775369644,0.0020639689173549414,0.005292288027703762,0.0003465366316959262,0.9253557324409485
0.5676218271255493,0.05077413097023964,0.1248093917965889,0.03307533636689186,0.2237192839384079
0.00016350758960470557,0.001664340728893876,0.9977791905403137,0.00025444748462177813,0.00013859861064702272
0.012392605654895306,0.9786927103996277,0.006465630140155554,0.0006011363584548235,0.0018478913698345423
0.02324279211461544,0.08499116450548172,0.8429818153381348,0.03820440173149109,0.010579896159470081
0.05757633224129677,0.0009338563540950418,5.708976823370904e-05,8.361879008589312e-05,0.9413491487503052
0.03805834427475929,0.02807331643998623,0.08345476537942886,0.8224985599517822,0.02791494131088257
0.0392710417509079,0.000644504267256707,0.0005962882423773408,0.00015075391274876893,0.9593374729156494
0.2415967434644699,0.40812286734580994,0.17568786442279816,0.04287175461649895,0.13172069191932678
0.09701846539974213,0.13118506968021393,0.36888179183006287,0.360554039478302,0.04236062243580818
0.04811307042837143,0.06413191556930542,0.8028920888900757,0.05346124619245529,0.03140176087617874
0.038156650960445404,0.03442062810063362,0.08976543694734573,0.8107265830039978,0.026930781081318855
0.07125887274742126,0.051793888211250305,0.7116774916648865,0.04576651006937027,0.11950327455997467
0.7377132177352905,0.01933828741312027,0.02598392963409424,0.009825979359447956,0.20713847875595093
0.007386502809822559,0.01615912839770317,0.9118896722793579,0.05722614377737045,0.007338469848036766
0.03618033975362778,0.024050690233707428,0.5440518856048584,0.001739249099045992,0.3939778208732605
0.011359017342329025,0.9876407980918884,0.000537951709702611,3.248734719818458e-05,0.00042976500117219985
0.4400132894515991,0.013425515964627266,0.06297583132982254,0.0142449252307415,0.46934032440185547
0.09266632050275803,0.05315119028091431,0.10330716520547867,0.5750070214271545,0.17586827278137207
0.049910083413124084,0.5315171480178833,0.3169214129447937,0.07530269026756287,0.026348643004894257
0.2121778130531311,0.028093883767724037,0.041023313999176025,0.5390559434890747,0.17964911460876465
0.012025288306176662,0.028229188174009323,0.9416559338569641,0.007776325102895498,0.010313306003808975
0.034035518765449524,0.00037845218321308494,3.8964644772931933e-05,0.00021591717086266726,0.9653311371803284
0.13151517510414124,0.20443135499954224,0.3967097997665405,0.22203923761844635,0.045304469764232635
0.16895680129528046,0.7824491262435913,0.015380221419036388,0.006922069936990738,0.02629176340997219
0.15499210357666016,0.033800072968006134,0.015398453921079636,0.27264928817749023,0.5231600999832153
0.1988617330789566,0.4998966157436371,0.08256898075342178,0.10227642953395844,0.11639624834060669
0.01294274814426899,0.9860391616821289,0.00069092505145818,9.016127296490595e-05,0.00023693333787377924
0.04198790341615677,0.9133177399635315,0.006531436927616596,0.0013977225171402097,0.03676518425345421
0.011042899452149868,0.973112940788269,0.01361571904271841,0.00026365561643615365,0.0019647458102554083
0.009519404731690884,0.9772047400474548,0.006681045982986689,0.000329766160575673,0.006265000905841589
0.09311608970165253,0.0742337703704834,0.5029771327972412,0.1578456163406372,0.17182740569114685
0.17703378200531006,0.08657015115022659,0.5397218465805054,0.08551774173974991,0.11115650087594986
0.16797707974910736,0.0174801554530859,0.4366699159145355,0.03178416192531586,0.3460886776447296
0.055222563445568085,0.07088525593280792,0.27285832166671753,0.5660956501960754,0.03493819385766983
0.2353280782699585,0.3599441647529602,0.12033136188983917,0.13429895043373108,0.15009745955467224
0.011429057456552982,0.04839451611042023,0.8852059245109558,0.05032137781381607,0.004649121314287186
